,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
1,BC252DC6A6011556,electric_bike,2024-12-12 14:46:12.473,2024-12-12 16:45:37.777,Madison Ave & E 99 St,7443.01,,,40.78948541553215,-73.95242929458618,40.78,-73.96,member
2,6FBE55EF6FE8736D,electric_bike,2024-12-11 07:55:18.770,2024-12-11 08:02:23.460,Columbia St & Kane St,4422.05,,,40.68763155,-74.0016256,40.69,-74.0,member
204,02DD08E50BA6E22F,electric_bike,2024-12-12 14:32:33.589,2024-12-12 15:23:07.409,E 43 St & Madison Ave,6551.11,,,40.75354681867074,-73.97896572947502,40.76,-73.99,member
206,C66B895F6F4CCB06,electric_bike,2024-12-01 16:44:31.734,2024-12-01 17:11:44.716,Frederick Douglass Blvd & W 117 St,7688.12,,,40.805159,-73.954692,40.81,-73.96,member
207,5790448C2A93E0CC,electric_bike,2024-12-12 19:53:17.086,2024-12-12 21:45:56.988,Lenox Ave & W 117 St,7655.22,,,40.8025566,-73.9490782,40.81,-73.95,member
210,D54C9DF84E37EB2F,electric_bike,2024-12-13 08:43:53.928,2024-12-13 08:46:00.035,Adam Clayton Powell Blvd & W 126 St,7738.04,,,40.809495347779475,-73.94776493310928,40.81,-73.95,member
211,C747CDB4C23420C3,electric_bike,2024-12-12 20:56:17.640,2024-12-12 21:00:59.288,Lenox Ave & W 117 St,7655.22,,,40.8025566,-73.9490782,40.81,-73.95,member
212,480C56CE74876CF6,electric_bike,2024-12-12 19:09:09.660,2024-12-12 19:15:44.479,Adam Clayton Powell Blvd & W 126 St,7738.04,,,40.809495347779475,-73.94776493310928,40.81,-73.96,member
241,00AF90ABEC5256BB,electric_bike,2024-12-11 19:27:09.084,2024-12-11 19:30:05.583,5 Ave & W 126 St,7701.21,,,40.80722,-73.9418,40.81,-73.95,member
243,1069CB405EA267D5,electric_bike,2024-12-10 20:47:30.975,2024-12-10 20:51:17.648,Frederick Douglass Blvd & W 145 St,7954.12,,,40.823061,-73.941928,40.83,-73.94,casual
1458,E75FEFDC580523B4,electric_bike,2024-12-12 15:50:15.947,2024-12-12 16:14:20.381,MacDougal St & Washington Sq,5797.01,Washington St & Gansevoort St,,40.73226398,-73.99852205,40.74,-74.01,member
2092,43E47973551555E6,electric_bike,2024-12-06 23:10:36.638,2024-12-06 23:12:29.867,E 170 St & Clay Ave,8156.01,,,40.837213,-73.908345,40.83,-73.91,member
2094,A7ACEC18BAB9B34F,electric_bike,2024-12-08 22:21:04.755,2024-12-08 23:02:29.948,E 170 St & Clay Ave,8156.01,,,40.837213,-73.908345,40.81,-73.95,member
2102,92794D2E22D2D104,electric_bike,2024-12-12 14:37:19.526,2024-12-12 15:03:56.647,Columbia St & Kane St,4422.05,,,40.68763155,-74.0016256,40.7,-73.99,member
2107,F87476CC4B80B556,electric_bike,2024-12-08 15:20:32.044,2024-12-08 15:27:09.131,Paul Ave & W 205 St,8782.01,,,40.87704,-73.88943,40.87,-73.87,member
2110,F47D41B3D666E653,electric_bike,2024-12-09 08:47:00.015,2024-12-09 09:03:12.699,W 54 St & 6 Ave,6771.13,,,40.761865,-73.977242,40.79,-73.97,member
2123,3B65925A9529E1ED,electric_bike,2024-12-03 06:32:32.745,2024-12-03 07:00:48.777,West End Ave & W 60 St,7059.08,,,40.77237,-73.99005,40.76,-73.99,member
2130,5BC5839AD73B34F0,electric_bike,2024-12-05 16:58:12.687,2024-12-05 17:13:32.117,E 13 St & 2 Ave,5820.08,,,40.73153937464073,-73.9853024482727,40.72,-74.0,casual
2136,05B9D5ED0B9902ED,electric_bike,2024-12-10 13:00:54.836,2024-12-10 14:52:14.327,Vesey St & Greenwich St,5216.07,,,40.71254669463547,-74.01113051087516,40.69,-73.99,casual
2143,9A91B6412F9209C0,classic_bike,2024-12-12 16:02:23.971,2024-12-13 17:02:13.749,E Tremont Ave & E 176 St,8356.02,,,40.847798,-73.901883,,,member
2146,666387EC1FC6E67A,electric_bike,2024-12-02 08:45:13.666,2024-12-02 10:02:05.430,West End Ave & W 60 St,7059.08,,,40.77237,-73.99005,40.71,-74.02,member
2152,DF7C9A2FC6670B24,electric_bike,2024-12-12 15:26:45.565,2024-12-12 16:06:18.616,Central Park S & Grand Army Plaza,6839.15,,,40.764555,-73.973473,40.76,-73.99,member
2155,F9B694DF51D7E34D,electric_bike,2024-12-08 09:15:09.327,2024-12-08 09:35:32.790,E 106 St & 1 Ave,7456.03,,,40.7892529,-73.93956237,40.81,-73.96,member
2164,0F2B8DC6990FC2C2,electric_bike,2024-12-09 22:26:52.610,2024-12-10 02:09:31.517,Kingston Ave & Park Pl,4016.03,,,40.67308,-73.94191,40.66,-73.92,member
2176,BE9BE94CEC459052,electric_bike,2024-12-10 13:36:37.360,2024-12-10 13:52:44.956,Central Park S & Grand Army Plaza,6839.15,,,40.764555,-73.973473,40.77,-73.95,member
2180,CC45FD582B0607B2,electric_bike,2024-12-10 07:55:41.557,2024-12-10 08:24:13.312,West End Ave & W 60 St,7059.08,,,40.77237,-73.99005,40.72,-74.02,member
2186,04A6DEF6BCECF37C,electric_bike,2024-12-02 09:22:24.125,2024-12-02 09:34:13.182,E 13 St & 2 Ave,5820.08,,,40.73153937464073,-73.9853024482727,40.73,-73.99,member
2187,42862FF6AA949B45,electric_bike,2024-12-10 11:55:51.940,2024-12-10 19:12:51.141,Mercer St & Spring St,5532.01,,,40.72362738,-73.99949601,40.73,-73.82,casual
2188,82E2AAC75EDDD73C,electric_bike,2024-12-09 07:54:26.722,2024-12-09 08:02:12.008,Featherbed Ln & Jerome Ave,8285.11,,,40.845505,-73.914311,40.84,-73.9,member
2191,56EB7D4E23440FE8,electric_bike,2024-12-12 13:47:14.782,2024-12-12 14:01:07.462,College Ave & E 169 St,8141.05,,,40.835122799036405,-73.91196817159653,40.81,-73.93,member
2193,C393CDC0B0FFE4AD,electric_bike,2024-12-12 15:36:21.337,2024-12-12 16:48:34.356,Central Park S & Grand Army Plaza,6839.15,,,40.764555,-73.973473,40.79,-73.97,member
2195,DE4ED8236A9396D2,electric_bike,2024-12-02 12:56:09.628,2024-12-02 14:39:25.070,Central Park S & Grand Army Plaza,6839.15,,,40.764555,-73.973473,40.76,-73.99,casual
2199,B915BEE51F7279E0,electric_bike,2024-12-07 21:18:11.054,2024-12-07 21:27:48.938,3 Ave & Franklin Ave,8012.04,,,40.82696,-73.907451,40.85,-73.89,member
2200,6069EA9E1FF563A3,electric_bike,2024-12-02 21:26:01.754,2024-12-02 21:27:57.325,Adam Clayton Powell Blvd & W 126 St,7738.04,,,40.809495347779475,-73.94776493310928,40.81,-73.95,member
2202,EC45041068744C44,electric_bike,2024-12-12 14:39:37.931,2024-12-12 15:34:19.827,E 43 St & Madison Ave,6551.11,,,40.75354681867074,-73.97896572947502,40.76,-74.0,member
2205,42170F601F7F27A8,electric_bike,2024-12-09 07:50:05.780,2024-12-09 08:51:26.946,E 40 St & Park Ave,6432.11,,,40.750756,-73.978326,40.75,-73.99,member
2208,D8CCE324DE9D5ADF,electric_bike,2024-12-09 22:52:25.615,2024-12-09 23:02:39.674,Irving Ave & Harman St,4856.05,,,40.70108,-73.9179,40.71,-73.93,member
2213,9F1717C88E3238D8,electric_bike,2024-12-02 19:09:06.313,2024-12-02 19:13:12.980,Frederick Douglass Blvd & W 117 St,7688.12,,,40.805159,-73.954692,40.81,-73.95,member
2215,2FD06D00D286C63D,electric_bike,2024-12-09 07:50:40.489,2024-12-09 08:17:04.372,Jerome Ave & E Mosholu Pkwy S,8795.01,,,40.87935,-73.88534,40.82,-73.9,member
2219,EFA141E7934901CD,electric_bike,2024-12-07 11:13:38.885,2024-12-07 12:12:55.731,E 40 St & Park Ave,6432.11,,,40.750756,-73.978326,40.75,-74.01,member
2220,93866F0372118874,electric_bike,2024-12-10 13:34:29.822,2024-12-10 13:52:28.835,51 St & Hobart St,6662.09,,,40.75767234025041,-73.90769943594933,40.78,-73.91,member
2222,3A2639604AB24B6C,electric_bike,2024-12-06 18:50:15.925,2024-12-06 20:02:58.303,West End Ave & W 60 St,7059.08,,,40.77237,-73.99005,40.76,-73.97,member
2228,FB410696FA82CCEF,electric_bike,2024-12-03 08:23:20.020,2024-12-03 08:42:16.837,E Tremont Ave & E 176 St,8356.02,,,40.847798,-73.901883,40.82,-73.91,member
2229,A2053C983C5C638B,electric_bike,2024-12-09 17:42:07.895,2024-12-09 17:46:13.347,Lenox Ave & W 117 St,7655.22,,,40.8025566,-73.9490782,40.81,-73.96,member
2240,466E89D23E41BBDA,electric_bike,2024-12-14 11:49:26.257,2024-12-14 11:54:47.386,E 174 St & Longfellow Ave,8144.09,,,40.836274,-73.884308,40.84,-73.9,member
2241,F1835C92D93AB27C,electric_bike,2024-12-06 00:24:44.913,2024-12-06 00:50:44.301,W 20 St & 10 Ave,6306.01,,,40.745686,-74.005141,40.71,-74.01,member
2261,1AC233C1ABB3FF14,electric_bike,2024-12-09 09:36:21.907,2024-12-09 09:37:49.677,Prospect Ave & Longwood Ave,7870.02,,,40.81899,-73.90202,40.82,-73.9,member
2263,BA5CB3C2535D8A4E,electric_bike,2024-12-10 17:45:24.164,2024-12-10 17:49:40.151,Lenox Ave & W 117 St,7655.22,,,40.8025566,-73.9490782,40.81,-73.96,member
2268,19B88C73E30E422E,electric_bike,2024-12-03 14:18:15.092,2024-12-03 14:51:29.300,Greenwich Ave & Charles St,5914.08,,,40.735238,-74.000271,40.74,-73.98,member
2270,47A54F5D23847C2F,classic_bike,2024-12-11 19:46:46.911,2024-12-12 20:46:41.383,28 St & 41 Ave,6462.19,,,40.751047,-73.93797,,,casual
2271,06BA6631E6A139D8,electric_bike,2024-12-12 20:24:43.265,2024-12-12 20:35:52.783,Frederick Douglass Blvd & W 117 St,7688.12,,,40.805159,-73.954692,40.81,-73.93,member
2273,A52ABB194DF4B6AC,electric_bike,2024-12-07 19:41:20.615,2024-12-07 19:48:56.971,Frederick Douglass Blvd & W 117 St,7688.12,,,40.805159,-73.954692,40.81,-73.96,member
2275,B2E96620F658A538,electric_bike,2024-12-13 08:04:32.130,2024-12-13 08:10:03.539,Fulton Ave & E 168 St,8084.03,,,40.830471,-73.904556,40.82,-73.9,member
2276,111FC85F26B68F24,electric_bike,2024-12-07 19:39:35.469,2024-12-07 19:48:35.638,Frederick Douglass Blvd & W 117 St,7688.12,,,40.805159,-73.954692,40.81,-73.96,member
2277,C32CCF96C96EAFB6,electric_bike,2024-12-12 15:33:15.798,2024-12-12 15:59:24.612,Frederick Douglass Blvd & W 117 St,7688.12,,,40.805159,-73.954692,40.81,-73.96,member
2278,7CC574988F720AFC,electric_bike,2024-12-12 15:22:51.773,2024-12-12 16:19:36.246,Morris Ave & E 142 St,7821.01,,,40.814469,-73.924963,40.84,-73.94,member
2282,558C4C1A081374C7,electric_bike,2024-12-01 15:24:46.528,2024-12-01 15:51:16.650,Lenox Ave & W 117 St,7655.22,,,40.8025566,-73.9490782,40.76,-73.97,member
2283,7989409AA22D6CC7,electric_bike,2024-12-01 13:38:06.914,2024-12-01 13:40:00.365,Adam Clayton Powell Blvd & W 126 St,7738.04,,,40.809495347779475,-73.94776493310928,40.81,-73.95,member
2285,CB2B12261DD63BDE,electric_bike,2024-12-10 08:57:43.665,2024-12-10 09:01:05.205,3 Ave & Franklin Ave,8012.04,,,40.82696,-73.907451,40.83,-73.9,member
2286,8F08AAF644E7A24C,electric_bike,2024-12-05 15:59:24.692,2024-12-05 16:19:37.791,Paul Ave & W 205 St,8782.01,,,40.87704,-73.88943,40.88,-73.91,member
2289,E66C09A1AE3CE7B7,electric_bike,2024-12-07 11:57:49.954,2024-12-07 12:59:15.718,Lenox Ave & W 130 St,7753.13,,,40.8107922,-73.9430681,40.81,-73.94,member
2292,E42AF6BFDFB9FAEA,electric_bike,2024-12-02 18:37:10.475,2024-12-02 18:50:25.570,3 Ave & Franklin Ave,8012.04,,,40.82696,-73.907451,40.84,-73.9,casual
2293,9E0F8D2932B7A8B1,electric_bike,2024-12-04 16:43:50.834,2024-12-04 16:47:39.093,Prospect Ave & Longwood Ave,7870.02,,,40.81899,-73.90202,40.82,-73.9,member
2295,0DCE09E8C5704120,electric_bike,2024-12-01 22:00:47.944,2024-12-01 22:04:45.166,Lenox Ave & W 117 St,7655.22,,,40.8025566,-73.9490782,40.8,-73.96,member
2296,6AAD959EA4F8BAAC,electric_bike,2024-12-02 16:53:45.848,2024-12-02 17:00:03.496,Lenox Ave & W 117 St,7655.22,,,40.8025566,-73.9490782,40.81,-73.96,member
2297,A33EF2FEC80B3ECB,electric_bike,2024-12-01 20:56:33.766,2024-12-01 21:10:28.832,Lenox Ave & W 117 St,7655.22,,,40.8025566,-73.9490782,40.81,-73.93,member
2306,829E04B93C859AE3,electric_bike,2024-12-11 09:35:24.208,2024-12-11 10:39:44.798,Lenox Ave & W 130 St,7753.13,,,40.8107922,-73.9430681,40.81,-73.95,member
2312,4B2059BE7CF4BB33,electric_bike,2024-12-09 17:42:06.609,2024-12-09 17:45:50.027,Lenox Ave & W 117 St,7655.22,,,40.8025566,-73.9490782,40.81,-73.96,member
2320,EF14937677C3F5DE,electric_bike,2024-12-09 09:32:35.081,2024-12-09 10:37:35.310,Lafayette St & Grand St,5422.09,,,40.72028,-73.99879,40.72,-74.01,member
2329,0BF9E64BCEB90381,electric_bike,2024-12-13 15:58:25.587,2024-12-13 16:39:58.387,Hudson Blvd W & W 36 St,6611.07,,,40.75676475086503,-73.99971440439913,40.75,-73.99,casual
2330,7B658E69277023A9,electric_bike,2024-12-05 16:05:03.836,2024-12-05 16:18:24.237,Adam Clayton Powell Blvd & W 126 St,7738.04,,,40.809495347779475,-73.94776493310928,40.8,-73.96,member
2332,87A4DFDED20A5AE1,classic_bike,2024-12-07 11:24:45.025,2024-12-08 12:24:36.700,Lafayette St & Grand St,5422.09,,,40.72028,-73.99879,,,casual
2333,0B2C3CEF3F1A3F05,electric_bike,2024-12-10 18:44:39.752,2024-12-10 19:49:20.894,Adam Clayton Powell Blvd & W 126 St,7738.04,,,40.809495347779475,-73.94776493310928,40.83,-73.94,member
2337,B5CD84036C66774E,electric_bike,2024-12-12 14:17:42.117,2024-12-12 14:34:43.029,Broadway & 74 St,6332.10,,,40.74653,-73.89121,40.76,-73.88,member
2344,81D9E133C47BBB2A,electric_bike,2024-12-09 13:23:42.082,2024-12-09 13:37:08.566,South End Ave & Albany St,5114.08,,,40.709957,-74.016538,40.72,-74.01,member
2346,0CAE7482C68A4273,electric_bike,2024-12-03 18:33:13.713,2024-12-03 19:24:31.267,Frederick Douglass Blvd & W 117 St,7688.12,,,40.805159,-73.954692,40.81,-73.95,member
2353,97F7102EDC377534,electric_bike,2024-12-02 13:42:49.838,2024-12-02 14:19:49.046,Wales Ave & E 147 St,7751.05,,,40.811314,-73.907729,40.87,-73.88,member
3284,1CCF9560BF56DE1E,electric_bike,2024-12-12 19:27:22.960,2024-12-12 20:39:08.055,E 32 St & Park Ave,6280.12,Riverside Dr & W 104 St,,40.7457121,-73.98194829,40.8,-73.97,member
3416,A7B1F030B9F84440,electric_bike,2024-12-12 13:06:58.411,2024-12-12 13:24:21.869,Central Park S & Grand Army Plaza,6839.15,Central Park W & W 103 St,,40.764555,-73.973473,40.8,-73.96,member
4266,E7B13BC9BAA51705,electric_bike,2024-12-12 12:46:04.022,2024-12-12 12:49:08.090,3 St & 7 Ave,3905.15,5 Ave & 3 St,,40.6703837,-73.97839676,40.67,-73.98,member
4431,1900EE6715224A3F,electric_bike,2024-12-12 15:03:21.389,2024-12-12 15:16:41.768,W 24 St & 7 Ave,6257.03,E 2 St & Ave B,,40.74487634,-73.99529885,40.72,-73.98,member
5309,B4F799E284F0C1BB,electric_bike,2024-12-14 12:00:44.601,2024-12-14 13:04:00.348,Greenwich St & Perry St,5922.04,,,40.73498,-74.00697,40.74,-74.01,casual
5313,942666E0B6837B10,electric_bike,2024-12-10 09:17:59.395,2024-12-10 11:47:29.712,Pierrepont St & Monroe Pl,4718.08,,,40.69535693320225,-73.99344027042389,40.72,-74.0,member
5318,E62ADE4E8E009AEF,electric_bike,2024-12-02 09:05:27.947,2024-12-02 09:10:32.843,Southern Blvd & E 172 St,8129.02,,,40.834124,-73.88955,40.84,-73.9,member
5322,9728EC08E8A7EE33,electric_bike,2024-12-12 07:27:15.644,2024-12-12 07:35:40.497,Greenwich St & Perry St,5922.04,,,40.73498,-74.00697,40.72,-74.01,casual
5325,BE045777864B727A,electric_bike,2024-12-03 16:41:35.036,2024-12-03 17:00:38.165,Pierrepont St & Monroe Pl,4718.08,,,40.69535693320225,-73.99344027042389,40.68,-73.98,casual
5326,A2F5B9287C9B1942,electric_bike,2024-12-10 16:04:25.625,2024-12-10 16:11:47.062,Southern Blvd & E 172 St,8129.02,,,40.834124,-73.88955,40.82,-73.9,member
5327,425F45A542AD5CC0,electric_bike,2024-12-05 15:17:34.273,2024-12-05 15:31:19.680,Columbus Ave & W 72 St,7175.05,,,40.7770575,-73.97898475,40.77,-73.96,member
5334,A80148F935FD2A88,electric_bike,2024-12-03 06:45:48.956,2024-12-03 08:13:33.020,Columbus Ave & W 72 St,7175.05,,,40.7770575,-73.97898475,40.72,-73.92,member
5335,98CAF86589A04ECC,classic_bike,2024-12-12 21:38:13.434,2024-12-13 22:38:05.350,Ashland Pl & Dekalb Ave,4513.09,,,40.690065,-73.978776,,,casual
5336,9773B0A083B120DF,electric_bike,2024-12-01 08:41:26.626,2024-12-01 08:47:09.188,Bainbridge Ave & E 193 St,8582.10,,,40.86415477605928,-73.892452880543,40.87,-73.88,member
5343,6898B6CE7DC8BF80,electric_bike,2024-12-03 19:00:02.621,2024-12-03 19:08:28.155,1 Ave & E 110 St,7522.02,,,40.7923272,-73.9383,40.81,-73.94,member
5353,1E0BB06214745998,electric_bike,2024-12-10 13:34:56.050,2024-12-10 13:48:35.737,W 24 St & 7 Ave,6257.03,,,40.74487634,-73.99529885,40.73,-73.98,member
5355,40AFD47CBB7287CB,electric_bike,2024-12-08 14:46:19.080,2024-12-08 15:27:07.532,E 48 St & 5 Ave,6626.01,,,40.75724567911726,-73.97805914282799,40.75,-73.99,casual
5358,A4CEC55F1852D50A,electric_bike,2024-12-05 19:54:01.286,2024-12-05 20:14:47.384,Grand Concourse & E 156 St,7984.04,,,40.823429,-73.924689,40.82,-73.92,member
5365,79C3F74CE6B7ECEF,electric_bike,2024-12-01 08:55:30.517,2024-12-01 09:06:23.231,E 11 St & Ave B,5659.11,,,40.72746420692392,-73.97950418293476,40.74,-73.98,member
5372,107A5AAB0BC48820,electric_bike,2024-12-04 17:37:01.844,2024-12-04 17:59:31.348,Henry St & Remsen St,4645.04,,,40.69400964865994,-73.99465128779411,40.69,-73.99,member
5379,AA17D275DDEEA0A4,electric_bike,2024-12-06 18:07:34.927,2024-12-06 18:15:41.958,Broadway & Moylan Pl,7823.03,,,40.8143256,-73.9590255,40.81,-73.95,member
5382,8F953094D268EFB7,electric_bike,2024-12-08 19:11:00.557,2024-12-08 19:32:54.082,E 184 St & 3 Ave,8467.03,,,40.85472,-73.89022,40.81,-73.95,member
5384,2FEC32F2CCAD5535,electric_bike,2024-12-10 15:29:36.533,2024-12-10 15:36:35.739,E 77 St & 1 Ave,7020.02,,,40.77095553869235,-73.95356208096926,40.78,-73.95,member
5387,D2B9C0765D86F4F1,electric_bike,2024-12-01 20:45:38.788,2024-12-01 20:56:57.144,Broadway & Moylan Pl,7823.03,,,40.8143256,-73.9590255,40.8,-73.95,member
5391,6C8BB8EB2D9BD110,electric_bike,2024-12-05 17:35:51.451,2024-12-05 18:17:13.085,E 184 St & 3 Ave,8467.03,,,40.85472,-73.89022,40.85,-73.9,member
5394,16D33DDFB509B980,electric_bike,2024-12-06 05:20:06.839,2024-12-06 05:38:04.899,Madison St & Montgomery St,5262.09,,,40.713126,-73.984844,40.74,-74.0,member
5395,C5BD79EF4C04A64C,electric_bike,2024-12-12 12:58:34.095,2024-12-12 13:36:56.761,Crescent St & 34 Ave,6759.15,,,40.76108,-73.930562,40.76,-73.92,member
5397,C65319BF4528E4C7,electric_bike,2024-12-12 15:37:45.933,2024-12-12 16:49:02.864,Nassau St & Duffield St,4781.05,,,40.698477,-73.98384,40.74,-74.01,member
5407,D3F1780D9FFBD28B,electric_bike,2024-12-12 11:29:09.154,2024-12-12 11:48:56.715,Vernon Blvd & 41 Rd,6514.08,,,40.7552433,-73.9485678,40.78,-73.91,member
5408,CD67309D16441E24,electric_bike,2024-12-05 18:41:31.882,2024-12-05 19:13:49.798,E 35 St & Madison Ave,6398.08,,,40.74848023448579,-73.98255586624146,40.71,-73.98,member
5414,FE524E47AA61EF08,electric_bike,2024-12-07 15:17:01.702,2024-12-07 15:24:17.867,3 Ave & E 112 St,7543.15,,,40.795508,-73.941606,40.8,-73.96,member
5416,D669156C25E5EECC,electric_bike,2024-12-12 12:31:41.423,2024-12-12 14:16:48.733,Park Pl & Church St,5288.08,,,40.71334184275907,-74.00935515761375,40.72,-73.99,member
5435,E811E741B95BAC97,electric_bike,2024-12-09 10:55:10.771,2024-12-09 12:01:33.242,Canal St & Rutgers St,5303.08,,,40.71427487,-73.98990025,40.72,-74.0,member
5441,25DE1A9CDF9F1FA3,electric_bike,2024-12-02 18:42:33.792,2024-12-02 18:45:53.022,5 Ave & W 126 St,7701.21,,,40.80722,-73.9418,40.8,-73.95,member
5449,CACC247585A4BFD9,electric_bike,2024-12-02 13:46:26.829,2024-12-02 14:55:33.122,E 63 St & 3 Ave,6830.02,,,40.763954,-73.9646,40.76,-73.98,casual
5470,CF5127C6B6CCB223,electric_bike,2024-12-12 16:00:44.797,2024-12-12 16:16:41.945,W 48 St &  Rockefeller Plaza,6626.11,,,40.75776935448309,-73.97929430007935,40.77,-73.99,member
5473,B7F0D15B5B169813,electric_bike,2024-12-01 18:14:28.401,2024-12-01 18:39:40.784,Arthur Ave & E 183 St,8430.03,,,40.85307,-73.88953,40.81,-73.95,member
5475,810A05DC3CD511EF,electric_bike,2024-12-10 09:16:36.485,2024-12-10 09:51:24.555,E 35 St & Madison Ave,6398.08,,,40.74848023448579,-73.98255586624146,40.7,-74.01,member
5486,7C376BAB553E2A67,electric_bike,2024-12-06 08:53:41.440,2024-12-06 10:12:07.937,Duane St & Hudson St,5359.12,,,40.71703,-74.00925,40.71,-74.01,member
5490,22EE1713CD41593B,electric_bike,2024-12-12 13:02:50.175,2024-12-12 13:19:18.341,E 58 St & 3 Ave,6762.02,,,40.76095756,-73.96724467,40.74,-73.98,member
6761,22C433E1A1A6866E,electric_bike,2024-12-12 13:43:12.338,2024-12-12 14:01:33.692,E 54 St & 1 Ave,6608.09,Christopher St & Greenwich St,,40.756265,-73.964179,40.73,-74.01,member
6999,201476876543659B,electric_bike,2024-12-12 13:42:36.974,2024-12-12 14:05:58.185,Broadway & W 133 St,7903.02,1 Ave & E 94 St,,40.8190344,-73.956156,40.78,-73.95,casual
7139,E1C99C07ABA07772,electric_bike,2024-12-12 17:25:12.633,2024-12-12 17:47:39.485,Kent Ave & Grand St,5388.01,Bergen St & 4 Ave,,40.716425,-73.96594,40.68,-73.98,member
7774,77FE6CFD570F811B,electric_bike,2024-12-10 10:55:26.922,2024-12-10 11:59:24.792,Henry St & Remsen St,4645.04,,,40.69400964865994,-73.99465128779411,40.69,-74.0,member
7777,649B453FBC1CDAC7,classic_bike,2024-12-13 11:44:06.463,2024-12-14 12:43:44.017,E 63 St & 3 Ave,6830.02,,,40.763954,-73.9646,,,casual
7782,FC90C9479C2683D2,electric_bike,2024-12-12 15:21:26.911,2024-12-12 16:39:59.343,Duane St & Hudson St,5359.12,,,40.71703,-74.00925,40.76,-73.99,member
7783,953A9AF79FE941DE,electric_bike,2024-12-05 09:41:12.933,2024-12-05 09:56:50.750,Bainbridge Ave & Bedford Park Blvd,8682.06,,,40.87002,-73.88565,40.86,-73.88,member
7786,7EEB11619E802245,electric_bike,2024-12-10 07:46:10.962,2024-12-10 08:00:22.555,Fulton Ave & E 172 St,8186.01,,,40.839229,-73.899047,40.84,-73.9,member
7787,1E5EEDAACFC4BB3A,electric_bike,2024-12-12 12:55:54.014,2024-12-12 13:57:58.204,Central Park S & Grand Army Plaza,6839.15,,,40.764555,-73.973473,40.76,-73.97,member
7788,9652FAE7F50FD159,electric_bike,2024-12-12 14:32:35.918,2024-12-12 14:52:37.416,31 St & Northern Blvd,6495.17,,,40.75186951421875,-73.93349289894103,40.77,-73.91,member
7790,164ECEE2260C8A95,electric_bike,2024-12-12 15:16:44.514,2024-12-12 15:53:08.294,E 15 St & 5 Ave,5947.06,,,40.736592,-73.992949,40.72,-73.98,member
7798,C647ED3770634B80,electric_bike,2024-12-05 08:48:00.234,2024-12-05 09:05:57.351,W 54 St & 9 Ave,6920.05,,,40.76604,-73.98737,40.75,-73.99,member
7808,7E12AFA4CF89DEF0,electric_bike,2024-12-02 18:38:07.765,2024-12-02 18:57:03.568,W 67 St & Broadway,7116.04,,,40.77492513,-73.98266566,40.77,-73.99,member
7823,D9F58C93E9F05FB0,electric_bike,2024-12-12 14:49:32.474,2024-12-12 15:47:20.668,W 67 St & Broadway,7116.04,,,40.77492513,-73.98266566,40.76,-73.96,casual
7824,8FA96AC2EF69DAE6,electric_bike,2024-12-14 03:13:24.913,2024-12-14 03:47:24.109,N 5 St & Northside Piers,5458.02,,,40.719876,-73.963865,40.67,-73.96,casual
7825,77D264A2A3FD065E,electric_bike,2024-12-06 19:18:14.608,2024-12-06 19:28:19.581,MacDougal St & Prince St,5687.04,,,40.72710258,-74.00297088,40.72,-74.01,member
7826,D46337E73C1A0E52,electric_bike,2024-12-09 07:44:10.627,2024-12-09 07:56:44.367,Kent Ave & Grand St,5388.01,,,40.716425,-73.96594,40.74,-73.96,member
7833,541E089EFC4FB47F,electric_bike,2024-12-14 14:47:47.705,2024-12-14 15:19:50.529,3 St & 3 Ave,4028.03,,,40.6750705,-73.98775226,40.67,-73.95,casual
7837,5E38AD7A85A08346,electric_bike,2024-12-02 21:37:02.258,2024-12-02 21:50:16.137,W 107 St & Columbus Ave,7619.05,,,40.7997568,-73.9621128676,40.83,-73.94,member
7841,EB56856EAC2409EF,electric_bike,2024-12-12 12:51:40.930,2024-12-12 13:01:16.100,7 Ave & 40 St,3266.01,,,40.648169,-74.000057,40.65,-74.0,casual
7843,D8FE0EACF192580F,electric_bike,2024-12-03 14:31:44.384,2024-12-03 14:41:19.164,Madison Ave & E 82 St,7188.13,,,40.7781314,-73.96069399,40.76,-73.97,member
7857,E643DB037E65CBCD,electric_bike,2024-12-09 15:48:15.570,2024-12-09 17:43:23.535,West St & Liberty St,5184.08,,,40.711444,-74.014847,40.7,-74.01,member
7862,22D856E62602AAD9,electric_bike,2024-12-13 18:58:19.855,2024-12-13 19:26:26.226,Harrison St & Hudson St,5400.05,,,40.71870987,-74.0090009,40.72,-73.99,member
7865,695A050E60ABD1AD,electric_bike,2024-12-12 14:29:13.296,2024-12-12 15:11:09.829,E 81 St & Park Ave,7188.10,,,40.77677702,-73.9590097,40.8,-73.96,member
7867,3D8ED0D19C89D938,electric_bike,2024-12-08 13:03:47.208,2024-12-08 14:13:58.721,5 Ave & E 72 St,7100.07,,,40.77282817,-73.96685276,40.77,-73.97,casual
7870,BCEFCCF535A16348,electric_bike,2024-12-12 13:45:43.047,2024-12-12 14:56:55.889,E 54 St & 1 Ave,6608.09,,,40.756265,-73.964179,40.78,-73.96,member
7882,15747AF5250E8F00,electric_bike,2024-12-10 13:33:50.726,2024-12-10 13:50:21.342,Central Park West & W 85 St,7354.01,,,40.78476,-73.969862,40.78,-73.98,member
